28-Sep-16 19:26:34|63,99,5,0,4,3,-3,-2,-3,-2
28-Sep-16 19:26:34|63,99,-6,-2,-8,1,-2,-6,-4,2
28-Sep-16 19:26:34|63,99,-2,1,-3,1,-2,-3,-1,-4
28-Sep-16 19:26:35|63,99,-4,-1,2,4,0,-2,4,-9
28-Sep-16 19:26:35|63,99,-3,-3,-8,-5,0,-5,-6,0
28-Sep-16 19:26:35|63,99,-3,-3,-8,-5,0,-5,-6,0
28-Sep-16 19:26:35|63,99,0,-4,-5,-2,-2,1,0,1
28-Sep-16 19:26:35|63,99,2,3,7,1,1,2,1,7
28-Sep-16 19:26:35|63,99,1,0,1,3,-2,-4,0,2
28-Sep-16 19:26:35|63,99,4,1,8,2,2,5,7,9
28-Sep-16 19:26:35|63,99,1,-2,-7,-6,-2,0,1,4
28-Sep-16 19:26:35|63,99,-7,4,-4,-2,-1,-2,-5,-7
28-Sep-16 19:26:35|63,99,-1,-1,-1,-3,-3,-1,-2,2
28-Sep-16 19:26:35|63,99,-3,-1,0,-3,-1,1,0,-8
28-Sep-16 19:26:35|63,99,-2,1,-7,-3,1,2,3,5
28-Sep-16 19:26:35|63,99,0,0,-2,-2,-3,3,1,-3
28-Sep-16 19:26:35|63,99,-1,-2,-5,1,0,3,6,3
28-Sep-16 19:26:35|63,99,3,-3,-7,-2,-2,-3,4,3
28-Sep-16 19:26:35|63,99,-2,-1,2,-2,-1,3,3,0
28-Sep-16 19:26:35|63,99,-1,-2,6,1,-2,-1,0,0
28-Sep-16 19:26:35|63,99,-1,0,3,1,0,5,2,-1
28-Sep-16 19:26:35|63,99,2,-4,10,2,-3,1,-4,0
28-Sep-16 19:26:35|63,99,-1,-7,-7,-2,-4,-2,-3,7
28-Sep-16 19:26:35|63,99,1,0,4,2,1,1,6,-1
28-Sep-16 19:26:35|63,99,1,0,-3,2,0,-5,-3,-5
28-Sep-16 19:26:35|63,99,-1,0,-4,-5,-2,0,3,1
28-Sep-16 19:26:35|63,99,-2,0,1,-1,0,3,-1,-2
28-Sep-16 19:26:35|63,99,1,-1,2,2,-3,0,0,-4
28-Sep-16 19:26:35|63,99,-7,0,1,1,0,3,0,-8
28-Sep-16 19:26:35|63,99,4,-5,-5,-3,-2,-5,-4,3
28-Sep-16 19:26:35|63,99,0,2,11,3,-2,-7,-5,0
28-Sep-16 19:26:36|63,99,0,-2,-6,-3,-1,-2,1,0
28-Sep-16 19:26:36|63,99,1,3,10,-1,-3,-12,-13,2
28-Sep-16 19:26:36|63,99,-5,-1,-3,-3,-1,4,1,-2
28-Sep-16 19:26:36|63,99,-2,-5,-7,1,0,6,3,-9
28-Sep-16 19:26:36|63,99,3,10,5,1,-1,-1,-1,-5
28-Sep-16 19:26:36|63,99,3,6,-5,-1,-1,-2,-2,1
28-Sep-16 19:26:36|63,99,-1,4,-5,-1,0,-6,1,-1
28-Sep-16 19:26:36|63,99,-4,5,1,1,1,7,1,-6
28-Sep-16 19:26:36|63,99,6,1,9,-2,-1,-1,-1,8
28-Sep-16 19:26:36|63,99,6,1,9,-2,-1,-1,-1,8
28-Sep-16 19:26:36|63,99,2,0,-10,-4,-2,-2,1,-3
28-Sep-16 19:26:36|63,99,2,0,-3,-6,-1,0,1,-2
28-Sep-16 19:26:36|63,99,1,2,-3,3,-1,-3,0,8
28-Sep-16 19:26:36|63,99,0,-2,14,2,-2,6,6,-2
28-Sep-16 19:26:36|63,99,-1,-4,-16,-1,1,-3,-3,0
28-Sep-16 19:26:36|63,99,-3,-1,3,-4,-3,5,-4,1
28-Sep-16 19:26:36|63,99,-3,-1,12,4,-1,-1,3,2
28-Sep-16 19:26:36|63,99,0,-1,-13,-3,-6,2,2,1
28-Sep-16 19:26:36|63,99,9,1,-4,-1,-1,1,2,7
28-Sep-16 19:26:36|63,99,-1,-1,2,0,-1,-5,-4,-1
28-Sep-16 19:26:36|63,99,-4,0,1,2,2,1,1,-3
28-Sep-16 19:26:36|63,99,-3,-3,-6,1,0,-1,-1,0
28-Sep-16 19:26:36|63,99,-4,-2,-1,-1,1,5,3,-2
28-Sep-16 19:26:36|63,99,0,-2,6,2,0,1,1,1
28-Sep-16 19:26:36|63,99,1,-2,-8,-2,0,3,6,0
28-Sep-16 19:26:36|63,99,-4,-1,6,0,-1,0,1,-3
28-Sep-16 19:26:36|63,99,0,0,12,5,-1,-3,0,3
28-Sep-16 19:26:36|63,99,0,-2,8,1,-1,4,3,-3
28-Sep-16 19:26:37|63,99,0,-1,-3,-2,0,11,10,1
28-Sep-16 19:26:37|63,99,-5,-2,-3,-1,-2,-7,-13,-10
28-Sep-16 19:26:37|63,99,-4,-1,-1,-3,-2,2,-3,-5
28-Sep-16 19:26:37|63,99,4,0,4,0,-1,-1,-3,3
28-Sep-16 19:26:37|63,99,-2,-5,-6,-1,-1,3,1,-4
28-Sep-16 19:26:37|63,99,-2,1,3,1,1,-6,-1,-4
28-Sep-16 19:26:37|63,99,3,-4,2,-1,-1,0,-3,2
28-Sep-16 19:26:37|63,99,-7,2,-10,1,-1,2,0,-8
28-Sep-16 19:26:37|63,99,-1,-3,-5,-1,-2,-3,-3,0
28-Sep-16 19:26:37|63,99,-1,-4,12,2,1,3,-2,3
28-Sep-16 19:26:37|63,99,0,0,-5,-3,0,1,3,1
28-Sep-16 19:26:37|63,99,-3,-1,-5,-1,-1,-3,1,-7
28-Sep-16 19:26:37|63,99,1,2,-3,-4,-1,-4,-2,-2
28-Sep-16 19:26:37|63,99,2,-1,-6,1,-1,0,3,6
28-Sep-16 19:26:37|63,99,-5,-2,-13,-6,-2,-8,-10,-3
28-Sep-16 19:26:37|63,99,11,2,-17,-5,-1,2,4,1
28-Sep-16 19:26:37|63,99,0,3,6,1,0,1,3,-3
28-Sep-16 19:26:37|63,99,-2,-1,0,1,1,0,5,1
28-Sep-16 19:26:37|63,99,0,0,-3,1,0,6,2,1
28-Sep-16 19:26:37|63,99,-3,0,-1,-3,1,0,-2,0
28-Sep-16 19:26:37|63,99,-5,0,6,2,-2,-1,-1,-1
28-Sep-16 19:26:37|63,99,1,-3,0,-4,-2,-8,-5,3
28-Sep-16 19:26:37|63,99,-4,-4,-4,-2,-3,3,3,-4
28-Sep-16 19:26:37|63,99,-3,1,-6,-1,-2,2,-1,-7
28-Sep-16 19:26:37|63,99,-1,-4,-1,0,0,-8,0,2
28-Sep-16 19:26:37|63,99,-5,0,3,2,-1,1,3,-3
28-Sep-16 19:26:37|63,99,-3,-4,-11,-2,3,4,-1,1
28-Sep-16 19:26:37|63,99,0,2,-1,1,2,-3,2,5
28-Sep-16 19:26:37|63,99,0,2,-1,1,2,-3,2,5
28-Sep-16 19:26:37|63,99,-3,-1,1,1,-2,16,17,0
28-Sep-16 19:26:37|63,99,7,-2,-5,-1,1,0,-4,7
28-Sep-16 19:26:38|63,99,-1,4,13,-1,-1,-1,-2,-5
28-Sep-16 19:26:38|63,99,-1,0,-13,0,-2,-13,-3,-6
28-Sep-16 19:26:38|63,99,0,-2,1,-1,0,-6,-9,3
28-Sep-16 19:26:38|63,99,1,-2,-6,-3,0,3,-1,3
28-Sep-16 19:26:38|63,99,-9,2,3,-3,-4,-8,-2,2
28-Sep-16 19:26:38|63,99,-5,-2,5,2,-1,0,1,-2
28-Sep-16 19:26:38|63,99,0,1,2,-1,1,6,5,-1
28-Sep-16 19:26:38|63,99,-3,0,6,1,-1,6,5,-18
28-Sep-16 19:26:38|63,99,0,-1,8,2,2,7,1,-5
28-Sep-16 19:26:38|63,99,-1,-4,-20,-4,-1,-3,-5,-13
